date;1. open;2. high;3. low;4. close;5. volume
2019-03-12 14:21:00;53.8;53.8;53.77;53.775;47147.0
2019-03-12 14:22:00;53.775;53.79;53.77;53.79;31104.0
2019-03-12 14:23:00;53.79;53.79;53.76;53.765;60950.0
2019-03-12 14:24:00;53.76;53.76;53.71;53.71;120855.0
2019-03-12 14:25:00;53.71;53.7157;53.705;53.71;13578.0
2019-03-12 14:26:00;53.71;53.71;53.69;53.69;33368.0
2019-03-12 14:27:00;53.695;53.7;53.68;53.69;17447.0
2019-03-12 14:28:00;53.695;53.695;53.685;53.69;10994.0
2019-03-12 14:29:00;53.68;53.7;53.66;53.67;56431.0
2019-03-12 14:30:00;53.67;53.67;53.575;53.6;154510.0
2019-03-12 14:31:00;53.61;53.63;53.595;53.6;48614.0
2019-03-12 14:32:00;53.61;53.61;53.59;53.6;28246.0
2019-03-12 14:33:00;53.6;53.635;53.5999;53.635;25165.0
2019-03-12 14:34:00;53.64;53.64;53.63;53.63;9973.0
2019-03-12 14:35:00;53.64;53.64;53.61;53.62;153160.0
2019-03-12 14:36:00;53.62;53.635;53.62;53.62;14283.0
2019-03-12 14:37:00;53.62;53.66;53.62;53.645;40198.0
2019-03-12 14:38:00;53.6499;53.6499;53.63;53.64;30414.0
2019-03-12 14:39:00;53.635;53.66;53.635;53.65;21725.0
2019-03-12 14:40:00;53.64;53.64;53.61;53.62;35192.0
2019-03-12 14:41:00;53.62;53.62;53.59;53.59;18036.0
2019-03-12 14:42:00;53.58;53.595;53.58;53.595;24831.0
2019-03-12 14:43:00;53.61;53.64;53.61;53.625;27581.0
2019-03-12 14:44:00;53.63;53.63;53.61;53.61;19401.0
2019-03-12 14:45:00;53.61;53.62;53.61;53.62;7910.0
2019-03-12 14:46:00;53.61;53.6164;53.59;53.59;24953.0
2019-03-12 14:47:00;53.58;53.61;53.58;53.6;32160.0
2019-03-12 14:48:00;53.61;53.615;53.59;53.5955;27998.0
2019-03-12 14:49:00;53.59;53.6108;53.59;53.6108;10169.0
2019-03-12 14:50:00;53.61;53.61;53.6;53.61;14894.0
2019-03-12 14:51:00;53.615;53.62;53.595;53.595;23904.0
2019-03-12 14:52:00;53.59;53.59;53.57;53.58;31865.0
2019-03-12 14:53:00;53.58;53.58;53.56;53.57;22252.0
2019-03-12 14:54:00;53.56;53.58;53.5545;53.57;21951.0
2019-03-12 14:55:00;53.57;53.575;53.55;53.575;54164.0
2019-03-12 14:56:00;53.5709;53.59;53.57;53.59;18648.0
2019-03-12 14:57:00;53.59;53.6;53.59;53.59;24149.0
2019-03-12 14:58:00;53.59;53.61;53.59;53.605;29138.0
2019-03-12 14:59:00;53.6195;53.6195;53.605;53.6066;19540.0
2019-03-12 15:00:00;53.6;53.62;53.59;53.62;21547.0
2019-03-12 15:01:00;53.6299;53.6299;53.575;53.575;54722.0
2019-03-12 15:02:00;53.575;53.61;53.575;53.61;31696.0
2019-03-12 15:03:00;53.61;53.63;53.61;53.61;17226.0
2019-03-12 15:04:00;53.61;53.625;53.6;53.62;19502.0
2019-03-12 15:05:00;53.62;53.62;53.595;53.6;37545.0
2019-03-12 15:06:00;53.61;53.61;53.593;53.593;20025.0
2019-03-12 15:07:00;53.59;53.596;53.58;53.59;33989.0
2019-03-12 15:08:00;53.597;53.597;53.59;53.595;27332.0
2019-03-12 15:09:00;53.59;53.59;53.56;53.56;30806.0
2019-03-12 15:10:00;53.565;53.6;53.565;53.59;32881.0
2019-03-12 15:11:00;53.58;53.58;53.55;53.55;24649.0
2019-03-12 15:12:00;53.56;53.56;53.53;53.53;26189.0
2019-03-12 15:13:00;53.53;53.54;53.5;53.5;47668.0
2019-03-12 15:14:00;53.505;53.52;53.495;53.5165;31064.0
