https://www.etuovi.com/kohde/k48444?sc=LRnomun_nodistr&pos=169,Kangas Jyväskylä,Rusokinkatu 10 A 7,Kerrostalo,2h+kt,"46,5 m²",188 000 €,2019
https://www.etuovi.com/kohde/k48443?sc=LRnomun_nodistr&pos=170,Kangas Jyväskylä,Rusokinkatu 10 A 9,Kerrostalo,3-4h+kt+s,"73,5 m²",283 000 €,2019
https://www.etuovi.com/kohde/k48442?sc=LRnomun_nodistr&pos=171,Kangas Jyväskylä,Rusokinkatu 10 A 5,Kerrostalo,2h+kt,"41,5 m²",182 000 €,2019
https://www.etuovi.com/kohde/k48439?sc=LRnomun_nodistr&pos=172,Kangas Jyväskylä,Rusokinkatu 10 A 3,Kerrostalo,2h+kt+s,"54,0 m²",211 000 €,2019
https://www.etuovi.com/kohde/k48438?sc=LRnomun_nodistr&pos=173,Kangas Jyväskylä,Rusokinkatu 10 A 4,Kerrostalo,3-4h+kt+s,"73,5 m²",275 000 €,2019
https://www.etuovi.com/kohde/k48437?sc=LRnomun_nodistr&pos=174,Kangas Jyväskylä,Rusokinkatu 10 A 2,Kerrostalo,3-4h+kt+s,"73,5 m²",244 000 €,2019
https://www.etuovi.com/kohde/k48436?sc=LRnomun_nodistr&pos=175,Kangas Jyväskylä,Rusokinkatu 10 A 1,Kerrostalo,1h+kt+alkovi,"46,5 m²",184 000 €,2019
https://www.etuovi.com/kohde/640296?sc=LRnomun_nodistr&pos=176,Litmanen Kuopio,Tammentie 8,Omakotitalo,"5h,k,s,khh,autotalli","184,0 m²",349 000 €,1989
https://www.etuovi.com/kohde/1244615?sc=LRnomun_nodistr&pos=177,Petonen Kuopio,Rysäkaari 3,Omakotitalo,"5h, k, s, khh","135,0 m²",249 000 €,1990
https://www.etuovi.com/kohde/k48434?sc=LRnomun_nodistr&pos=178,Toppilansalmi Oulu,Höyrymyllyntie 18 G,Kerrostalo,2h+k+ph/wc+sa+lasitettu parveke,"53,0 m²",205 000 €,2017
https://www.etuovi.com/kohde/k48433?sc=LRnomun_nodistr&pos=179,Veikkola Kirkkonummi,Tuijatie 2,Rivitalo,3h+k+s,"77,5 m²","29 759,89 €",2007
https://www.etuovi.com/kohde/k48432?sc=LRnomun_nodistr&pos=180,Mankola Jyväskylä,Liinaharjankatu 7,Kerrostalo,3h+k+s,"67,0 m²","23 208,46 €",2010
https://www.etuovi.com/kohde/9879484?sc=LRnomun_nodistr&pos=271,Skinnarila Lappeenranta,Orioninkatu 3,Kerrostalo,"3h,k","72,0 m²",69 000 €,1977
https://www.etuovi.com/kohde/9449234?sc=LRnomun_nodistr&pos=272,Asevelikylä Vaasa,Tuomaantie 10,Omakotitalo,"5 h+k+kellari (=s, kph, takka, olesk.-, tekn.tila)","125,0 m²",179 000 €,1952
https://www.etuovi.com/kohde/9730275?sc=LRnomun_nodistr&pos=273,Keskusta Vaasa,Raastuvankatu 42,Kerrostalo,3h+k,"66,0 m²",169 500 €,1972
https://www.etuovi.com/kohde/9875646?sc=LRnomun_nodistr&pos=274,Laaksolahti Espoo,Puutarhatie 3A,Omakotitalo,"4h, k, rt, ask*2, 2*kph, s, erill.wc, khh, vh, var","173,0 m²",618 000 €,2019
https://www.etuovi.com/kohde/9826416?sc=LRnomun_nodistr&pos=275,Laaksolahti Espoo,Puutarhatie 3B,Omakotitalo,"4h, k, rt, ask*2, 2*kph, s, erill.wc, khh, vh, var","173,0 m²",598 000 €,2019
https://www.etuovi.com/kohde/7879559?sc=LRnomun_nodistr&pos=276,Haukkala Jyväskylä,Nuolihaukankuja,Omakotitalo,4h+k+s,"125,0 m²",390 000 €,2019
https://www.etuovi.com/kohde/9973163?sc=LRnomun_nodistr&pos=277,Petonen Kuopio,Litmasenkuja 4,Rivitalo,4h+k+s,"89,0 m²",119 000 €,1989
https://www.etuovi.com/kohde/9547451?sc=LRnomun_nodistr&pos=278,Sundom Vaasa,Söderfjärdintie 34,Omakotitalo,,"180,0 m²",229 000 €,1912
https://www.etuovi.com/kohde/9787165?sc=LRnomun_nodistr&pos=279,Puhakka Muhos,Vainiotie 20,Omakotitalo,"5h,k,khh,kph,s,AT,3varastoa","115,0 m²",145 000 €,1990
https://www.etuovi.com/kohde/9708338?sc=LRnomun_nodistr&pos=280,Pormestarinluoto Pori,Purjeentie 3,Kerrostalo,"2h, k","53,5 m²",42 000 €,1972
https://www.etuovi.com/kohde/645915?sc=LRnomun_nodistr&pos=291,Kalkku Tampere,Kalkun vierotie 1 H,Kerrostalo,"3h,k,lasit p","80,0 m²",129 000 €,1977
https://www.etuovi.com/kohde/641610?sc=LRnomun_nodistr&pos=292,Kolari / Kurtakko Kolari,Ylläsjärventie 20 a,Omakotitalo,"4h,k,s + var/at","109,0 m²",78 000 €,1965
https://www.etuovi.com/kohde/641574?sc=LRnomun_nodistr&pos=293,Koskenranta Mäntsälä,Matintie 10 A,Rivitalo,"2h, k, kph, s, wc","43,0 m²",121 000 €,1985
