date;1. open;2. high;3. low;4. close;5. volume
2019-03-12 14:21:00;23.7;23.7067;23.69;23.7067;108987.0
2019-03-12 14:22:00;23.705;23.705;23.69;23.7;25193.0
2019-03-12 14:23:00;23.695;23.7;23.69;23.695;35683.0
2019-03-12 14:24:00;23.69;23.7;23.69;23.69;120614.0
2019-03-12 14:25:00;23.69;23.69;23.67;23.68;85783.0
2019-03-12 14:26:00;23.68;23.68;23.67;23.67;56278.0
2019-03-12 14:27:00;23.6715;23.68;23.63;23.63;128227.0
2019-03-12 14:28:00;23.63;23.64;23.62;23.6399;235157.0
2019-03-12 14:29:00;23.64;23.665;23.64;23.65;110182.0
2019-03-12 14:30:00;23.65;23.65;23.6;23.61;165479.0
2019-03-12 14:31:00;23.62;23.63;23.61;23.61;73600.0
2019-03-12 14:32:00;23.615;23.625;23.61;23.6215;75455.0
2019-03-12 14:33:00;23.6275;23.64;23.62;23.63;98916.0
2019-03-12 14:34:00;23.6306;23.6306;23.601;23.61;89898.0
2019-03-12 14:35:00;23.62;23.62;23.6079;23.6101;45759.0
2019-03-12 14:36:00;23.61;23.63;23.61;23.61;75329.0
2019-03-12 14:37:00;23.61;23.625;23.605;23.625;45687.0
2019-03-12 14:38:00;23.62;23.62;23.6;23.62;77584.0
2019-03-12 14:39:00;23.62;23.625;23.615;23.62;35189.0
2019-03-12 14:40:00;23.61;23.61;23.58;23.61;204691.0
2019-03-12 14:41:00;23.6116;23.62;23.6;23.6023;76236.0
2019-03-12 14:42:00;23.61;23.616;23.6;23.616;72527.0
2019-03-12 14:43:00;23.61;23.61;23.58;23.5803;84368.0
2019-03-12 14:44:00;23.58;23.58;23.57;23.57;56192.0
2019-03-12 14:45:00;23.57;23.5801;23.57;23.58;27444.0
2019-03-12 14:46:00;23.59;23.5901;23.55;23.55;164561.0
2019-03-12 14:47:00;23.56;23.595;23.56;23.58;100481.0
2019-03-12 14:48:00;23.585;23.595;23.58;23.58;64135.0
2019-03-12 14:49:00;23.585;23.59;23.58;23.59;53404.0
2019-03-12 14:50:00;23.59;23.6;23.59;23.59;25452.0
2019-03-12 14:51:00;23.58;23.6;23.58;23.585;56677.0
2019-03-12 14:52:00;23.59;23.59;23.5647;23.57;56047.0
2019-03-12 14:53:00;23.56;23.56;23.545;23.56;122803.0
2019-03-12 14:54:00;23.5673;23.5673;23.54;23.54;113238.0
2019-03-12 14:55:00;23.55;23.56;23.53;23.55;98084.0
2019-03-12 14:56:00;23.55;23.58;23.55;23.58;143455.0
2019-03-12 14:57:00;23.59;23.595;23.58;23.59;55949.0
2019-03-12 14:58:00;23.6;23.64;23.6;23.62;158448.0
2019-03-12 14:59:00;23.6244;23.6244;23.6;23.6;62354.0
2019-03-12 15:00:00;23.6043;23.62;23.6;23.62;53001.0
2019-03-12 15:01:00;23.62;23.62;23.58;23.58;74160.0
2019-03-12 15:02:00;23.58;23.6;23.58;23.6;76134.0
2019-03-12 15:03:00;23.6064;23.6064;23.595;23.595;23833.0
2019-03-12 15:04:00;23.6;23.6199;23.6;23.615;59490.0
2019-03-12 15:05:00;23.61;23.61;23.59;23.6;95026.0
2019-03-12 15:06:00;23.6;23.6;23.58;23.5848;52600.0
2019-03-12 15:07:00;23.585;23.59;23.58;23.58;81425.0
2019-03-12 15:08:00;23.585;23.59;23.58;23.59;100122.0
2019-03-12 15:09:00;23.59;23.6067;23.58;23.585;142026.0
2019-03-12 15:10:00;23.581;23.605;23.58;23.59;65434.0
2019-03-12 15:11:00;23.59;23.59;23.58;23.5801;47464.0
2019-03-12 15:12:00;23.595;23.6;23.58;23.58;35049.0
2019-03-12 15:13:00;23.58;23.58;23.545;23.5455;82626.0
2019-03-12 15:14:00;23.555;23.555;23.53;23.55;72805.0
2019-03-12 15:15:00;23.5499;23.56;23.54;23.54;85586.0
