date;1. open;2. high;3. low;4. close;5. volume
2019-03-18 14:21:00;23.195;23.2;23.19;23.195;24517.0
2019-03-18 14:22:00;23.1919;23.195;23.175;23.1801;85790.0
2019-03-18 14:23:00;23.18;23.19;23.18;23.185;18751.0
2019-03-18 14:24:00;23.19;23.2;23.19;23.195;19207.0
2019-03-18 14:25:00;23.1999;23.21;23.19;23.205;81577.0
2019-03-18 14:26:00;23.21;23.22;23.2048;23.2199;12185.0
2019-03-18 14:27:00;23.215;23.23;23.2141;23.2238;65465.0
2019-03-18 14:28:00;23.22;23.2255;23.22;23.2227;27481.0
2019-03-18 14:29:00;23.22;23.2299;23.22;23.22;10900.0
2019-03-18 14:30:00;23.23;23.23;23.22;23.22;9058.0
2019-03-18 14:31:00;23.225;23.24;23.225;23.2301;114442.0
2019-03-18 14:32:00;23.2301;23.24;23.23;23.2368;48092.0
2019-03-18 14:33:00;23.2372;23.24;23.23;23.24;13778.0
2019-03-18 14:34:00;23.24;23.25;23.2301;23.243;81257.0
2019-03-18 14:35:00;23.25;23.255;23.24;23.245;95658.0
2019-03-18 14:36:00;23.25;23.255;23.24;23.25;63861.0
2019-03-18 14:37:00;23.25;23.27;23.25;23.27;76792.0
2019-03-18 14:38:00;23.2617;23.27;23.24;23.24;57226.0
2019-03-18 14:39:00;23.2463;23.25;23.24;23.2447;17063.0
2019-03-18 14:40:00;23.25;23.255;23.235;23.25;47805.0
2019-03-18 14:41:00;23.245;23.25;23.245;23.245;6220.0
2019-03-18 14:42:00;23.2462;23.25;23.24;23.2401;13687.0
2019-03-18 14:43:00;23.25;23.26;23.244;23.26;33500.0
2019-03-18 14:44:00;23.2534;23.265;23.24;23.24;64151.0
2019-03-18 14:45:00;23.2401;23.245;23.22;23.2201;38478.0
2019-03-18 14:46:00;23.2239;23.23;23.22;23.2291;31976.0
2019-03-18 14:47:00;23.2257;23.2484;23.2257;23.2445;35366.0
2019-03-18 14:48:00;23.2438;23.26;23.24;23.26;22674.0
2019-03-18 14:49:00;23.26;23.26;23.245;23.2501;67681.0
2019-03-18 14:50:00;23.2599;23.27;23.2513;23.265;18340.0
2019-03-18 14:51:00;23.2661;23.27;23.26;23.265;16525.0
2019-03-18 14:52:00;23.265;23.27;23.26;23.2611;14209.0
2019-03-18 14:53:00;23.2662;23.27;23.26;23.26;46034.0
2019-03-18 14:54:00;23.27;23.28;23.27;23.28;50457.0
2019-03-18 14:55:00;23.2799;23.29;23.27;23.29;24044.0
2019-03-18 14:56:00;23.29;23.29;23.275;23.275;61223.0
2019-03-18 14:57:00;23.2701;23.2784;23.2581;23.26;37885.0
2019-03-18 14:58:00;23.26;23.275;23.26;23.27;10027.0
2019-03-18 14:59:00;23.2762;23.29;23.27;23.28;9107.0
2019-03-18 15:00:00;23.28;23.29;23.27;23.29;36576.0
2019-03-18 15:01:00;23.29;23.31;23.28;23.31;103167.0
2019-03-18 15:02:00;23.3099;23.31;23.3;23.31;38723.0
2019-03-18 15:03:00;23.3;23.31;23.28;23.29;74562.0
2019-03-18 15:04:00;23.29;23.29;23.26;23.27;55066.0
2019-03-18 15:05:00;23.2672;23.2762;23.2601;23.2631;22640.0
2019-03-18 15:06:00;23.27;23.27;23.26;23.265;22429.0
2019-03-18 15:07:00;23.26;23.2699;23.26;23.265;27104.0
2019-03-18 15:08:00;23.26;23.27;23.25;23.255;23026.0
2019-03-18 15:09:00;23.26;23.27;23.25;23.27;18948.0
2019-03-18 15:10:00;23.27;23.275;23.2601;23.2646;17988.0
2019-03-18 15:11:00;23.265;23.27;23.25;23.2533;12078.0
2019-03-18 15:12:00;23.2571;23.265;23.22;23.2201;117723.0
2019-03-18 15:13:00;23.2227;23.2253;23.21;23.22;69002.0
2019-03-18 15:14:00;23.22;23.24;23.21;23.23;33546.0
2019-03-18 15:15:00;23.235;23.24;23.225;23.2351;147607.0
2019-03-18 15:16:00;23.23;23.25;23.23;23.24;60050.0
2019-03-18 15:17:00;23.235;23.24;23.22;23.24;32218.0
2019-03-18 15:18:00;23.24;23.24;23.2299;23.23;26718.0
2019-03-18 15:19:00;23.23;23.24;23.2268;23.23;34895.0
2019-03-18 15:20:00;23.24;23.24;23.22;23.24;49803.0
2019-03-18 15:21:00;23.23;23.23;23.21;23.21;31829.0
2019-03-18 15:22:00;23.2111;23.22;23.2;23.22;26271.0
2019-03-18 15:23:00;23.22;23.22;23.2101;23.22;7917.0
2019-03-18 15:24:00;23.22;23.22;23.2101;23.2134;6775.0
2019-03-18 15:25:00;23.22;23.22;23.21;23.2101;12632.0
2019-03-18 15:26:00;23.215;23.22;23.205;23.21;37963.0
2019-03-18 15:27:00;23.21;23.22;23.21;23.22;24094.0
2019-03-18 15:28:00;23.215;23.23;23.215;23.2201;55090.0
2019-03-18 15:29:00;23.22;23.24;23.22;23.2309;43612.0
2019-03-18 15:30:00;23.23;23.235;23.21;23.2101;29923.0
2019-03-18 15:31:00;23.22;23.26;23.22;23.2531;54470.0
2019-03-18 15:32:00;23.2549;23.27;23.24;23.2691;54108.0
2019-03-18 15:33:00;23.265;23.285;23.26;23.271;47523.0
2019-03-18 15:34:00;23.2701;23.28;23.26;23.2635;39790.0
2019-03-18 15:35:00;23.26;23.28;23.26;23.28;77657.0
2019-03-18 15:36:00;23.2765;23.28;23.26;23.2634;29224.0
2019-03-18 15:37:00;23.26;23.28;23.26;23.2768;23451.0
2019-03-18 15:38:00;23.28;23.28;23.25;23.25;91783.0
2019-03-18 15:39:00;23.26;23.26;23.243;23.243;41134.0
2019-03-18 15:40:00;23.235;23.235;23.23;23.235;24912.0
2019-03-18 15:41:00;23.24;23.2453;23.24;23.2453;33419.0
2019-03-18 15:42:00;23.25;23.26;23.25;23.26;16160.0
2019-03-18 15:43:00;23.26;23.27;23.26;23.265;101434.0
2019-03-18 15:44:00;23.2601;23.27;23.2601;23.27;21902.0
2019-03-18 15:45:00;23.2676;23.28;23.2676;23.27;69439.0
2019-03-18 15:46:00;23.27;23.28;23.26;23.27;86141.0
2019-03-18 15:47:00;23.27;23.2728;23.25;23.27;80357.0
2019-03-18 15:48:00;23.26;23.27;23.26;23.27;137212.0
2019-03-18 15:49:00;23.265;23.265;23.25;23.26;106474.0
2019-03-18 15:50:00;23.26;23.27;23.25;23.27;43769.0
2019-03-18 15:51:00;23.265;23.27;23.25;23.25;121198.0
2019-03-18 15:52:00;23.25;23.25;23.22;23.225;197157.0
2019-03-18 15:53:00;23.23;23.235;23.225;23.23;134769.0
2019-03-18 15:54:00;23.23;23.24;23.23;23.2353;70369.0
2019-03-18 15:55:00;23.24;23.24;23.23;23.23;54058.0
2019-03-18 15:56:00;23.22;23.24;23.22;23.24;142272.0
2019-03-18 15:57:00;23.25;23.2599;23.2444;23.2599;106414.0
2019-03-18 15:58:00;23.2599;23.26;23.25;23.255;69258.0
2019-03-18 15:59:00;23.2535;23.255;23.24;23.24;220125.0
2019-03-18 16:00:00;23.25;23.26;23.242;23.26;265747.0
